index,seed,cube_x,cube_y,success,episode_length,lift_delta,xy_dist,z_margin,total_samples
92,40123,0.499664306640625,0.04551555588841438,True,203,0.09931203620447104,0.026498876237339018,0.029892244579782457,18270
93,40124,0.5146341323852539,0.020902689546346664,True,203,0.09923333177529803,0.04258203614577969,0.029892244579782457,18473
94,40125,0.5193634629249573,0.07236873358488083,True,203,0.09423128127360414,0.0239240867995082,0.029892244579782457,18676
95,40126,0.5413992404937744,0.042285531759262085,True,203,0.10030110907565581,0.02330548499493976,0.029892244579782457,18879
96,40127,0.5362166166305542,0.07933410257101059,True,203,0.09942671181029472,0.02452807481516144,0.029892244579782457,19082
97,40128,0.5338144302368164,0.03242594003677368,True,203,0.10313358110413606,0.04400245997823194,0.029892244579790894,19285
98,40129,0.5219984650611877,0.0632687509059906,True,203,0.10076258544452443,0.02368572922259564,0.029892244579782457,19488
99,40130,0.5282131433486938,0.022808339446783066,True,203,0.10181461067401187,0.043380870648671355,0.02989224457985773,19691
100,40131,0.5167995095252991,0.03111875057220459,True,203,0.09925845137317091,0.044247714136918984,0.029892244579782457,19894
101,40132,0.49364715814590454,0.027838043868541718,True,203,0.10094862669331217,0.03100241800273295,0.029892244579782457,20097
102,40134,0.5424290895462036,0.044338878244161606,True,203,0.100038377757802,0.02421492749298818,0.029892244579782457,20300
103,40135,0.5251632928848267,0.04287395998835564,True,203,0.09935269360794008,0.05311075588875254,0.029892244579782457,20503
104,40136,0.5353528261184692,0.026241302490234375,True,203,0.0996230095784374,0.0430817870422105,0.029892244579782457,20706
105,40137,0.5229176878929138,0.049491364508867264,True,203,0.10315984108428178,0.036912955640282734,0.029892244579782457,20909
106,40138,0.5293241143226624,0.07423128932714462,True,203,0.09935082394775363,0.0463774130414807,0.029892244579782457,21112
107,40139,0.5304948091506958,0.028840841725468636,True,203,0.09957758275431927,0.0390829775317682,0.029892244579782457,21315
108,40140,0.5355907678604126,0.033350490033626556,True,203,0.09961932818268293,0.04047341529062087,0.029892244579782457,21518
109,40141,0.5361551642417908,0.02319149672985077,True,203,0.10171364620536005,0.0389410086219092,0.029892244579782457,21721
110,40143,0.5497090220451355,0.06899654865264893,True,203,0.09778164603230688,0.024450385259309326,0.029892244579782457,21924
111,40144,0.5391339659690857,0.07724815607070923,True,203,0.09218631914225872,0.04424107318661025,0.029892244579782457,22127
112,40145,0.5232301354408264,0.035536475479602814,True,203,0.10118346967982594,0.04525943067490375,0.029892244579782457,22330
113,40147,0.5085111260414124,0.049006830900907516,True,203,0.10192116881525126,0.046037997586682984,0.029892244579782457,22533
114,40149,0.5284662842750549,0.04795769229531288,False,0,0.0,0.0,0.0,22533
115,40150,0.5404891967773438,0.034165870398283005,True,203,0.09729179596758919,0.024798032975237864,0.029892244579782457,22736
116,40151,0.5345827341079712,0.06489908695220947,True,203,0.09921373827143487,0.024086404572373658,0.029892244579782457,22939
117,40152,0.5417227149009705,0.0306578129529953,False,0,0.0,0.0,0.0,22939
118,40154,0.49806758761405945,0.04880211502313614,True,203,0.1003840069923303,0.04088755860518403,0.029892244579572846,23142
119,40155,0.5336588025093079,0.02977689541876316,True,203,0.0991005848070674,0.04592807330161395,0.029892244580894012,23345
120,40156,0.5144723653793335,0.03858301043510437,True,203,0.09500362372913962,0.024615461144611744,0.029892244579782457,23548
